3372 9769
353 409 B
131 401 B
72 710 A
249 340 A
663 701 B
180 230 A
188 234 A
6 125 B
715 716 B
660 701 B
342 352 B
108 350 B
634 646 A
161 382 B
640 685 B
184 418 B
6 421 B
688 715 B
415 490 A
41 49 A
511 565 A
570 628 B
406 590 B
436 565 A
249 545 B
318 535 B
151 473 A
80 560 A
88 489 A
354 654 B
116 450 B
478 585 B
71 333 A
247 255 A
181 447 A
565 623 A
561 692 A
552 656 B
502 584 B
82 648 A
387 581 B
189 205 A
391 440 A
169 342 B
464 629 A
526 532 B
141 216 A
643 660 A
31 491 A
680 704 A
402 622 A
664 718 B
128 514 A
36 293 B
708 712 A
57 168 A
588 637 A
617 689 B
460 546 A
78 620 B
375 587 B
424 491 B
386 706 A
324 563 B
714 718 B
627 657 A
137 260 A
687 695 B
14 632 A
657 703 A
511 649 A
38 601 B
226 452 B
704 706 B
677 696 B
339 427 B
134 472 A
250 473 A
443 655 B
261 472 A
5 600 A
368 372 B
662 681 A
583 584 B
70 560 A
20 324 B
269 493 B
343 452 A
631 673 A
287 410 A
307 501 A
345 394 B
150 271 B
438 631 A
276 339 B
592 649 B
189 458 A
136 691 B
376 590 A
77 136 B
244 712 B
490 507 B
454 469 B
645 715 B
493 606 A
683 712 A
634 678 B
54 399 A
521 641 A
530 678 B
438 634 B
452 588 A
428 458 A
181 402 B
218 341 A
576 668 B
19 104 A
59 467 B
555 702 B
252 684 A
500 515 A
332 527 A
574 643 B
432 687 B
198 609 A
52 439 B
342 479 B
244 519 B
658 687 A
61 495 A
20 690 B
181 190 B
245 523 A
188 511 A
517 610 B
703 712 A
275 588 B
641 696 B
248 421 A
550 663 A
35 404 A
100 297 A
707 712 B
488 577 A
424 535 A
119 668 A
433 546 B
51 524 A
259 407 A
288 658 A
113 609 A
469 616 A
712 720 A
346 686 A
364 631 B
317 660 B
607 636 B
46 308 A
366 454 A
347 648 B
247 588 A
204 653 A
372 653 A
461 629 B
59 557 B
354 606 B
374 653 A
307 656 B
236 445 B
196 306 A
633 695 A
194 496 A
602 668 B
412 588 A
311 321 B
441 657 B
390 408 A
700 703 B
113 296 A
363 654 A
26 476 B
524 578 B
436 468 B
701 719 A
710 720 B
631 672 B
172 239 A
4 166 B
211 497 A
125 217 A
528 586 A
571 685 B
526 605 A
698 720 B
497 572 A
663 706 B
368 715 B
661 667 B
361 587 B
81 427 A
213 357 B
560 720 B
398 540 B
465 588 A
239 365 B
668 692 B
240 612 B
542 589 A
661 671 A
134 566 A
350 618 A
560 585 A
169 694 A
388 498 B
125 465 A
645 706 B
532 681 B
522 523 B
685 689 A
590 623 B
532 695 A
9 129 B
315 336 A
275 391 A
426 537 A
181 589 B
29 230 A
118 537 B
304 677 A
464 602 A
664 686 A
566 676 B
413 661 B
526 618 B
662 690 A
191 539 A
38 57 B
107 223 A
502 601 A
377 431 A
142 614 B
92 321 A
48 107 A
101 453 B
707 719 B
709 711 B
266 660 B
357 719 A
641 717 A
439 635 A
329 557 B
383 434 A
65 504 A
514 670 B
560 587 B
89 286 A
335 509 B
671 688 A
223 493 A
467 599 B
72 578 B
389 393 A
360 554 B
512 513 A
670 675 B
264 513 B
247 701 A
678 718 A
674 715 A
599 667 A
170 418 A
286 613 B
300 479 B
355 445 A
225 376 A
637 678 B
372 669 A
160 629 A
530 631 B
179 570 A
640 674 B
616 673 A
275 392 B
478 602 A
441 622 A
96 437 A
554 700 B
553 574 A
708 718 B
580 652 A
227 237 A
440 463 A
612 681 B
1 83 B
323 326 A
314 422 A
261 471 A
700 705 B
315 692 B
207 241 B
56 701 A
643 653 B
131 484 B
49 547 B
381 496 B
718 720 B
626 655 B
54 675 B
177 399 A
35 252 B
402 598 B
68 412 B
495 678 A
242 491 A
574 668 B
46 73 A
35 708 B
571 624 A
410 612 A
520 553 A
546 628 B
228 246 A
135 327 A
199 303 B
494 599 B
603 708 B
707 714 A
42 78 B
460 603 B
96 363 A
164 257 B
211 699 A
702 718 B
525 619 B
129 354 A
476 579 A
579 668 B
153 394 B
97 627 A
676 720 A
84 451 B
489 529 A
698 713 A
478 505 B
14 531 B
505 522 B
182 192 A
620 661 B
133 195 A
591 621 A
399 400 B
345 669 A
48 87 A
16 538 B
692 705 B
84 281 B
248 452 B
394 490 B
401 450 A
377 613 B
489 709 A
220 330 B
501 623 B
520 662 A
309 701 B
463 645 B
252 674 A
172 239 B
358 436 A
98 645 A
535 545 B
287 489 A
531 566 A
661 700 A
126 624 A
653 710 A
586 720 B
594 600 B
374 605 A
580 595 B
81 205 A
601 694 A
359 574 A
595 667 A
498 542 A
317 398 B
211 545 A
87 592 A
616 687 A
440 695 B
386 520 A
199 276 B
219 229 B
102 260 B
201 595 A
305 424 A
249 583 B
385 589 B
270 648 A
72 154 A
176 374 B
663 706 A
493 708 A
261 601 B
257 587 B
574 695 B
132 314 A
548 568 B
501 521 A
326 519 A
504 624 A
269 493 A
631 693 B
43 473 B
554 659 B
486 606 A
510 607 A
233 453 A
128 674 B
550 681 A
42 554 B
646 697 B
646 689 B
461 479 A
404 558 A
162 188 B
469 598 B
134 176 A
296 404 B
696 705 A
352 572 B
190 206 B
98 645 B
90 363 B
353 698 B
252 627 A
623 626 B
514 710 B
147 447 B
128 239 A
34 218 B
344 416 B
97 568 B
18 143 A
165 386 A
612 689 B
535 642 A
344 602 B
523 548 B
490 668 B
553 646 B
35 419 A
157 425 B
575 615 B
379 430 A
404 628 A
640 669 B
272 609 B
144 162 A
231 287 A
283 631 A
467 704 A
685 706 B
592 603 A
77 196 B
608 689 A
182 390 B
317 681 A
53 105 A
434 642 A
687 707 A
491 590 A
325 435 B
598 648 A
463 628 B
100 334 A
402 508 B
536 544 A
394 589 B
685 694 B
270 301 B
606 613 B
412 610 A
1 625 A
425 515 B
402 545 B
701 705 B
103 289 A
611 639 A
447 513 A
286 547 A
341 482 B
573 694 A
153 607 B
382 477 A
626 636 B
579 581 A
705 714 B
268 639 A
457 564 B
405 444 A
223 712 B
442 646 A
598 649 A
559 618 A
380 565 B
353 538 B
95 505 B
217 311 B
222 640 A
12 399 B
394 635 B
560 682 B
603 692 B
284 695 B
522 696 A
417 602 B
640 685 B
135 456 A
309 360 A
624 629 A
47 591 A
550 661 A
581 704 B
132 185 A
531 698 A
229 509 A
598 610 B
440 654 B
43 154 A
580 657 A
300 449 A
656 657 A
247 443 A
317 438 B
129 263 B
406 660 B
13 612 B
409 525 A
440 554 B
658 692 A
143 470 B
425 492 A
164 393 A
124 704 A
573 717 B
620 636 B
676 695 B
595 654 A
386 612 A
360 456 A
421 702 A
126 196 B
274 673 A
301 473 A
253 574 B
462 629 B
60 720 B
503 706 A
194 316 B
234 427 A
141 432 A
638 689 A
326 576 A
493 681 A
494 608 B
573 631 A
401 697 B
363 478 A
559 704 B
48 144 A
47 692 B
424 548 A
685 696 A
66 496 B
633 658 B
701 719 B
36 625 A
683 705 A
269 320 A
388 710 A
271 482 A
52 459 A
644 678 B
303 338 A
45 636 B
414 617 B
435 611 A
399 575 B
445 496 B
666 690 B
697 702 A
336 401 B
491 685 A
700 701 A
271 645 A
202 608 B
316 329 A
154 460 B
437 666 B
387 595 A
197 428 B
622 677 B
270 307 B
288 427 A
283 609 B
137 658 A
396 585 A
151 336 A
170 440 A
511 573 B
207 298 A
664 695 B
674 707 A
79 239 B
93 239 B
352 644 A
477 634 B
287 511 B
185 644 B
630 657 A
609 687 A
104 660 B
608 708 A
48 113 B
371 405 A
370 673 A
190 635 B
218 469 A
113 404 A
343 584 A
77 211 B
552 715 A
26 60 A
594 619 B
422 680 B
328 494 B
311 368 A
673 696 B
537 614 B
41 609 A
448 664 A
605 650 B
304 520 B
250 425 B
622 656 A
229 580 A
608 669 A
48 616 B
688 711 B
527 717 B
276 332 B
561 610 B
479 688 A
226 265 A
521 704 B
106 331 B
468 647 B
215 374 A
674 697 A
167 264 B
204 210 B
519 541 A
316 375 B
403 575 A
497 543 A
638 664 A
76 167 A
167 484 A
671 685 B
422 709 B
472 624 B
203 295 A
128 427 A
105 656 A
190 552 A
359 682 B
45 472 B
652 701 B
163 665 A
54 93 B
561 604 A
289 381 B
168 223 B
86 653 A
222 429 B
613 711 A
174 525 B
237 565 A
581 638 B
511 652 A
624 644 A
201 571 A
691 706 A
72 95 B
399 703 A
683 687 B
320 388 A
96 310 A
347 698 A
626 653 A
139 668 B
385 448 B
252 394 A
411 469 B
311 319 A
40 394 A
674 719 B
14 263 A
703 715 B
702 711 B
216 325 A
715 717 A
389 673 A
243 460 B
66 354 B
145 177 A
124 627 A
353 396 B
305 574 B
462 633 A
284 367 A
561 652 A
693 695 A
10 242 B
174 687 A
700 702 A
230 672 B
497 632 A
322 399 B
111 290 A
396 658 B
564 566 B
204 581 A
432 717 B
576 634 A
303 672 B
172 559 B
101 152 B
481 715 B
78 622 A
104 170 A
61 667 A
15 48 B
674 677 B
580 662 B
97 265 B
617 680 B
142 185 B
645 695 A
345 378 B
586 589 A
351 577 A
637 668 A
307 654 A
468 538 A
534 642 B
539 660 A
412 471 B
695 696 B
333 406 B
400 689 B
101 372 A
440 642 A
1 89 B
574 625 B
431 511 B
428 555 B
454 508 B
221 465 B
131 570 B
71 165 B
477 703 A
563 720 B
425 709 B
590 622 A
637 695 B
340 693 B
711 715 B
462 601 B
294 473 B
184 401 A
404 412 B
369 594 B
421 547 B
452 497 A
341 635 B
22 675 A
560 650 B
361 671 A
80 629 B
169 710 B
229 585 A
410 420 B
647 694 B
62 267 A
162 230 B
162 539 B
373 376 B
559 632 B
439 599 B
295 556 A
674 711 A
611 686 A
612 631 B
431 589 B
581 584 B
336 417 B
33 599 B
97 557 A
548 674 A
149 646 B
297 452 B
191 256 A
98 436 A
141 689 B
299 409 B
335 555 A
309 575 A
697 715 A
72 666 B
1 90 A
361 580 B
539 541 A
550 618 B
473 481 B
498 669 B
46 582 B
244 447 A
658 674 A
197 414 A
413 708 A
253 553 A
4 617 A
195 563 A
632 696 A
565 607 B
379 485 A
310 362 A
44 690 B
95 96 A
264 587 A
384 492 A
24 690 A
129 499 B
100 514 A
498 509 A
148 210 B
140 671 B
691 707 A
174 716 B
577 653 B
184 357 B
410 500 B
123 189 A
483 497 B
337 420 A
354 565 A
103 219 B
664 672 A
76 226 A
63 390 B
490 593 A
180 413 A
291 601 A
514 589 A
633 678 B
285 447 B
302 461 A
663 689 B
585 703 A
150 401 B
130 284 B
154 449 A
179 705 A
444 539 A
106 322 A
40 467 B
662 701 B
223 237 A
194 533 B
528 535 A
639 719 A
161 591 B
97 605 A
624 686 A
84 579 A
324 646 A
653 694 A
27 620 B
551 580 A
641 689 A
613 648 B
159 339 A
114 136 A
181 327 A
74 144 A
625 687 A
42 674 A
356 626 A
537 607 B
600 633 B
363 668 B
80 409 B
292 555 B
433 627 B
288 427 B
37 102 A
225 450 B
543 675 A
266 431 B
78 625 A
122 404 B
257 496 A
312 445 B
178 639 A
81 675 B
700 704 B
139 346 A
353 615 A
659 665 A
138 277 B
361 544 A
611 651 B
450 664 B
550 624 B
304 315 A
115 439 A
109 677 A
684 714 B
363 399 A
452 654 A
224 515 A
23 472 B
528 714 B
280 449 A
44 188 A
124 523 B
423 715 A
210 415 B
445 448 B
605 681 A
702 709 A
528 708 A
419 460 B
116 445 B
479 628 A
593 698 B
591 645 A
534 617 B
457 639 A
473 613 B
276 704 A
155 602 B
656 666 A
44 267 B
318 349 B
49 619 B
105 633 A
263 447 A
271 547 B
357 654 B
562 599 B
532 638 A
121 279 B
488 625 B
67 418 B
437 494 B
429 647 A
503 677 B
108 217 B
580 611 B
84 183 B
604 621 A
529 709 B
261 300 B
113 281 A
455 635 A
460 562 A
141 625 B
277 493 B
629 642 A
160 186 B
457 687 B
57 164 A
622 623 B
570 632 A
136 286 B
191 483 A
189 700 B
572 655 A
704 706 B
694 711 A
113 693 A
378 493 B
393 554 A
65 190 B
656 683 B
576 715 A
270 497 B
622 654 A
341 699 B
163 366 B
415 510 A
303 620 B
416 711 A
58 691 A
622 629 B
447 706 B
615 620 A
242 678 B
110 125 A
462 714 A
309 637 B
364 652 A
643 695 B
144 336 A
455 539 B
521 640 A
80 708 A
366 649 B
424 569 B
171 661 B
378 664 A
430 438 A
499 597 B
96 201 B
287 618 A
467 704 B
268 325 A
25 321 B
444 494 A
85 261 B
655 674 B
294 593 B
481 657 B
437 619 A
402 609 B
355 577 B
282 566 B
391 468 A
165 463 B
249 439 B
321 644 A
632 710 B
465 504 A
425 553 B
356 423 A
710 718 A
2 552 B
611 663 A
48 549 A
436 629 B
17 560 A
191 261 B
658 663 B
211 673 A
537 703 B
139 414 A
473 623 B
619 647 B
586 638 A
139 618 B
190 405 A
506 518 B
33 224 B
191 527 B
365 538 B
210 384 A
32 531 B
481 523 B
272 684 B
130 703 B
702 707 A
701 720 B
336 585 B
619 680 A
406 593 A
576 597 A
448 614 B
685 689 A
588 624 B
381 521 B
519 582 B
149 572 B
614 622 B
105 377 B
419 540 B
99 587 B
122 609 B
135 468 B
706 712 B
548 712 B
165 717 B
360 430 A
617 682 B
385 664 B
416 577 A
621 655 A
212 236 B
482 623 B
709 711 B
322 544 A
560 579 B
88 335 A
58 153 B
186 400 B
325 536 B
430 514 A
303 459 A
192 292 B
651 663 A
463 577 B
324 593 B
30 209 B
411 481 B
96 709 A
511 698 B
412 658 A
76 430 B
286 450 A
405 420 A
529 595 B
364 530 B
474 479 A
174 634 B
523 533 A
686 719 B
478 707 B
132 620 B
6 685 B
269 598 B
42 134 B
540 716 B
188 345 A
28 550 A
630 706 B
163 571 B
427 433 A
675 716 B
262 587 A
384 571 B
663 707 B
143 694 B
512 561 A
157 312 A
610 711 A
611 688 B
325 661 A
495 705 B
358 676 B
32 341 A
669 687 A
58 405 B
686 689 A
122 372 B
633 716 B
707 711 B
171 550 B
445 481 B
597 700 B
201 591 B
402 582 B
203 402 B
44 491 A
489 700 A
480 518 B
227 278 B
429 460 B
621 661 A
432 620 B
57 316 A
247 694 B
139 352 B
503 582 B
649 704 A
29 194 B
224 280 A
353 368 B
323 383 A
339 504 B
643 715 B
587 670 B
301 548 A
84 468 B
186 646 A
283 456 A
708 714 B
271 693 A
13 113 A
187 717 A
65 672 B
196 198 B
39 323 A
413 674 B
719 720 A
360 432 A
613 704 B
147 248 A
363 606 B
556 662 A
390 425 B
79 672 A
447 672 A
584 668 B
717 719 A
608 660 A
91 356 B
234 562 A
563 704 A
55 576 B
372 651 B
250 470 A
422 605 B
110 193 B
31 176 B
381 442 B
367 520 B
587 627 B
257 548 A
366 384 B
179 648 A
580 588 B
417 713 B
681 714 A
581 600 A
613 620 B
124 455 B
22 287 B
359 535 B
165 350 B
678 700 B
205 396 B
214 373 B
419 424 B
453 499 B
204 309 B
287 701 B
503 525 A
32 531 A
679 698 B
167 409 B
623 715 B
409 532 B
548 649 A
503 713 A
535 545 B
76 689 A
162 484 A
223 266 B
367 473 A
342 364 A
335 637 A
468 603 B
136 674 A
466 645 B
548 707 B
136 151 A
687 718 A
336 625 B
696 711 B
465 640 A
437 522 A
468 676 A
460 623 A
289 326 A
655 712 A
266 543 B
683 698 A
378 452 B
20 711 B
40 526 A
43 278 B
435 458 A
559 617 B
127 217 A
195 351 B
532 703 B
631 646 B
218 581 A
439 700 B
594 595 B
167 178 B
247 354 A
109 137 B
236 412 B
213 714 A
273 541 A
715 717 B
329 439 B
310 424 A
412 433 A
123 592 A
283 588 B
189 706 B
95 190 B
562 708 B
198 572 A
150 544 A
582 641 B
156 639 A
322 492 B
330 683 B
518 705 A
77 378 B
115 170 A
84 114 A
706 715 A
126 133 B
651 652 B
394 495 B
105 497 B
598 612 A
82 343 A
11 666 A
184 294 A
558 597 A
543 599 B
286 712 A
300 560 B
515 579 B
634 667 B
233 297 A
78 397 B
136 412 B
719 720 B
258 312 B
284 535 B
295 651 B
317 451 B
651 670 B
257 290 B
169 174 A
220 632 A
578 587 B
110 238 B
293 485 A
156 397 B
81 248 A
545 578 A
275 403 B
291 578 B
293 436 B
682 696 A
638 681 A
474 498 A
339 678 B
428 585 A
294 581 A
145 447 B
676 693 B
407 593 A
194 663 A
380 444 B
646 671 B
356 589 B
254 536 A
408 468 A
579 605 A
331 445 B
657 711 A
136 230 B
22 44 A
246 707 B
224 677 A
653 718 B
482 530 A
524 616 B
657 672 A
303 584 A
585 701 A
612 710 B
398 570 B
443 531 B
524 676 B
23 673 B
66 329 A
581 589 B
227 443 B
173 484 A
597 637 B
443 546 A
78 422 A
282 428 A
30 536 A
34 577 B
422 431 B
91 263 A
485 681 B
348 419 B
13 351 A
656 668 B
461 596 B
617 672 A
227 251 B
581 685 A
158 340 A
479 530 A
650 706 B
233 583 A
341 500 B
580 603 B
478 511 B
524 600 A
387 570 B
400 492 B
653 660 A
38 707 A
47 694 A
696 705 A
17 494 B
381 471 B
332 603 A
439 540 A
267 675 B
467 563 A
651 713 A
581 710 B
516 654 B
103 286 B
321 641 A
506 686 A
568 677 A
27 361 A
512 607 B
456 557 B
586 640 A
321 536 A
550 712 A
711 713 B
653 661 B
422 507 B
128 276 B
471 626 A
130 530 A
636 663 A
8 41 B
399 713 B
654 717 B
595 670 B
41 544 A
314 481 A
590 656 B
528 597 A
289 386 A
293 459 B
314 678 B
171 484 B
672 694 A
393 615 A
418 684 A
255 581 B
102 295 A
393 545 A
59 88 B
132 448 B
243 712 B
636 680 B
386 694 B
282 298 A
236 568 A
640 654 B
59 522 B
592 688 B
491 608 B
168 248 A
316 543 A
122 453 B
456 611 A
416 707 A
286 303 A
430 596 A
80 407 A
3 221 A
194 443 B
378 655 B
181 308 B
702 720 A
353 426 B
193 272 B
687 689 A
429 486 A
416 442 A
134 212 B
233 572 A
239 626 B
133 645 B
327 344 B
143 173 A
415 685 A
50 126 B
353 475 A
310 352 B
674 720 B
217 535 A
8 383 A
476 699 A
22 339 A
65 75 A
582 660 A
57 183 A
144 364 A
103 600 A
480 619 B
504 519 B
667 699 B
437 492 B
479 571 A
565 581 B
501 507 A
324 670 A
48 699 A
600 625 B
102 646 A
328 622 A
608 708 B
290 652 B
395 690 A
389 681 B
476 513 A
33 664 B
615 708 A
669 674 B
165 322 A
81 118 B
353 508 B
483 700 A
661 667 B
386 594 B
417 541 B
571 669 A
362 418 A
341 469 A
628 685 A
718 720 B
255 643 B
653 673 A
389 677 A
577 662 A
359 601 B
547 561 A
494 617 B
714 718 A
421 518 B
481 698 A
696 718 A
364 677 B
69 205 B
16 573 B
535 705 B
640 719 B
211 311 B
634 666 A
506 631 B
148 366 B
43 238 B
237 568 B
319 476 B
296 542 B
457 462 A
208 414 A
453 545 B
182 627 A
26 581 B
332 689 B
74 651 B
483 695 B
329 712 A
154 441 B
578 591 A
677 692 B
500 572 A
638 698 B
11 559 A
217 250 B
441 677 A
272 481 A
363 602 A
56 73 B
207 327 B
67 529 B
670 716 A
564 650 B
364 621 B
347 682 B
544 638 B
372 509 A
249 336 B
182 407 A
238 564 A
222 521 B
592 665 B
241 428 A
218 265 A
478 632 A
213 589 B
91 505 A
233 412 B
290 705 B
398 481 B
16 490 B
189 266 B
353 675 A
569 698 A
622 688 B
367 575 B
42 112 B
352 364 B
201 303 B
79 258 A
203 559 B
236 415 B
608 643 A
252 287 A
305 651 A
716 719 A
178 274 B
686 706 B
244 514 B
571 685 A
537 612 B
508 690 A
469 653 B
585 672 B
381 414 A
294 517 B
626 648 B
671 707 A
409 505 A
197 410 B
153 638 B
329 614 B
661 714 B
65 687 A
309 510 B
697 716 B
283 688 A
447 478 B
500 720 B
251 410 B
232 466 A
451 642 B
637 684 A
58 69 A
374 518 B
198 648 A
471 484 A
528 584 B
659 667 A
318 457 B
69 438 A
300 359 B
557 625 B
298 431 B
706 713 A
369 644 B
592 654 A
41 414 B
205 320 A
630 681 B
5 681 A
632 688 A
217 476 A
421 689 B
328 470 B
675 708 A
87 213 A
221 637 A
221 359 B
425 590 A
269 376 A
180 396 A
237 375 A
700 719 B
554 618 A
174 324 B
323 619 A
70 142 B
456 553 A
661 700 B
718 720 B
714 720 B
626 706 A
596 712 B
510 586 A
329 540 B
552 606 A
681 689 B
26 193 B
155 468 A
424 695 A
200 210 A
48 554 B
644 677 A
92 405 B
311 547 B
514 666 B
33 369 B
510 713 A
501 611 A
709 710 A
477 660 B
362 456 B
405 594 A
302 391 B
90 704 A
683 703 B
371 646 A
668 707 A
647 719 B
545 550 B
521 697 A
543 554 B
331 650 B
366 502 A
31 367 B
374 626 A
669 692 B
53 112 A
196 323 B
463 709 A
482 535 B
705 716 B
381 689 A
238 317 B
470 708 B
141 493 A
611 709 B
82 118 B
160 309 B
413 591 B
235 675 A
206 334 A
221 707 A
418 432 A
201 344 B
506 598 B
408 459 A
254 592 A
698 706 A
305 680 B
656 674 A
591 621 B
345 541 B
372 505 A
381 551 B
715 718 A
402 450 B
697 699 B
32 669 B
147 383 A
382 571 A
123 262 B
16 201 A
260 407 A
310 578 A
40 133 B
127 196 A
637 664 B
612 694 B
210 684 A
137 588 A
266 487 B
384 584 A
319 532 B
677 716 B
654 655 B
717 720 A
197 696 A
633 713 B
134 576 B
186 325 B
521 705 A
58 492 B
434 639 B
326 656 B
396 463 A
282 425 A
124 264 A
449 582 A
530 541 A
629 661 B
432 627 A
666 684 A
439 691 B
361 397 A
565 596 A
289 320 B
614 712 A
236 692 B
268 664 B
140 517 A
535 683 B
630 715 B
93 642 B
266 439 B
12 280 B
111 393 B
424 453 A
506 682 A
51 236 A
415 646 B
572 716 B
507 520 A
364 436 A
594 678 A
368 576 A
432 630 A
281 291 A
603 643 B
538 678 B
558 671 B
688 714 A
702 704 A
184 685 A
640 705 B
151 635 B
121 719 B
131 285 B
8 492 B
342 720 A
539 719 B
564 609 B
484 640 A
558 681 B
456 490 B
611 699 A
181 580 B
311 337 A
313 354 B
426 566 B
178 271 B
232 366 B
276 413 A
105 255 B
702 708 A
598 665 A
164 520 B
387 497 A
256 342 A
13 120 A
364 415 B
425 637 A
40 691 A
704 717 B
306 677 B
17 118 B
312 519 A
191 210 B
413 466 A
281 546 A
293 682 A
438 548 B
471 477 B
689 720 B
80 195 A
532 660 B
393 629 B
610 699 A
182 550 B
28 39 A
155 425 B
519 678 B
463 705 A
251 308 A
186 685 B
614 622 B
532 660 B
282 302 B
682 718 A
147 368 A
333 465 B
283 466 A
228 295 A
254 568 A
501 526 A
430 695 A
152 333 A
75 627 A
15 577 B
653 654 A
315 316 A
53 93 B
288 332 B
686 706 B
218 586 B
33 326 A
462 581 A
504 655 B
588 607 A
345 671 B
556 711 A
626 702 A
255 405 A
41 662 A
414 620 B
327 552 B
582 667 B
488 591 B
226 235 B
41 668 A
253 420 A
2 29 A
336 469 A
542 561 B
175 278 A
263 702 A
82 219 A
406 594 B
684 686 A
263 299 B
110 596 B
273 654 B
526 556 A
169 273 A
185 698 A
275 562 A
5 542 A
128 304 B
205 246 B
205 391 A
415 497 B
598 654 A
572 701 A
491 535 A
407 718 B
384 645 B
291 385 A
482 541 B
67 397 A
287 580 A
697 717 B
622 662 A
394 446 A
20 652 B
111 312 A
80 269 B
6 663 A
710 715 A
361 409 A
182 264 B
28 655 B
474 481 B
290 698 A
167 348 A
284 567 B
650 705 B
13 371 B
343 403 B
430 617 A
483 557 B
412 646 B
424 646 B
139 181 A
586 649 A
177 620 A
624 654 B
3 317 A
161 267 A
673 711 B
24 562 A
345 368 B
577 597 A
344 392 B
567 691 A
156 403 A
55 615 B
331 373 B
643 720 A
7 134 A
410 609 B
20 345 B
595 638 B
131 639 A
99 188 A
407 438 B
559 716 A
79 528 A
113 506 B
23 367 B
639 704 B
688 702 B
644 680 B
680 720 B
318 547 A
166 280 B
38 246 A
249 425 A
468 604 A
409 554 B
694 696 B
158 379 B
153 210 A
384 400 B
680 685 A
368 536 A
603 667 A
328 556 B
624 691 B
508 573 B
696 720 A
332 587 B
375 409 B
342 478 A
206 616 B
687 697 A
437 448 A
295 315 A
421 540 A
472 594 A
465 683 A
539 558 B
277 702 B
530 711 A
419 528 A
57 307 B
77 113 A
638 701 B
448 467 A
337 391 A
256 269 A
373 376 A
97 187 A
372 668 B
539 659 B
656 697 B
589 659 A
217 322 A
691 713 A
224 262 B
331 545 B
692 704 A
194 203 A
478 557 B
285 503 B
282 386 B
149 233 A
251 409 B
532 705 B
202 251 B
511 604 A
298 315 A
584 676 B
257 318 B
386 677 A
245 564 A
377 609 B
372 507 A
94 181 B
281 539 B
469 592 B
463 702 B
617 618 A
78 502 A
414 516 B
249 655 A
124 136 B
262 360 B
397 627 B
634 653 A
499 568 A
214 636 B
68 658 A
623 632 A
382 712 B
441 661 B
208 427 B
693 711 A
96 239 B
542 670 B
464 695 A
13 381 B
516 556 B
502 605 B
276 457 B
341 651 A
476 569 A
301 616 A
686 694 A
705 707 A
509 586 A
662 697 B
194 298 A
490 649 A
99 387 A
503 630 A
574 575 A
330 604 A
432 541 B
119 345 B
127 454 B
22 513 B
216 324 B
305 326 B
182 703 A
309 351 B
375 709 A
656 710 A
366 646 A
641 662 A
1 423 A
98 498 B
172 337 B
484 528 B
305 316 A
252 638 B
42 534 B
488 614 B
674 682 A
651 719 B
545 623 A
671 714 A
580 708 B
179 296 A
400 656 B
83 688 B
651 689 B
54 393 A
146 342 A
67 716 B
214 323 B
402 683 B
686 712 A
246 274 B
220 241 B
593 669 B
564 681 B
179 223 B
564 675 B
149 298 B
269 424 A
326 508 A
81 421 B
490 687 B
151 286 B
362 681 A
149 354 B
10 604 A
520 548 A
148 705 A
588 591 A
565 569 B
97 156 A
211 667 A
68 360 A
547 589 B
220 325 A
366 599 B
329 641 A
213 442 B
602 697 B
700 702 A
262 661 B
535 606 B
309 648 A
17 41 A
332 559 B
307 719 A
48 687 A
302 450 B
489 595 A
453 633 B
584 628 B
417 537 A
110 524 B
327 476 B
268 397 B
52 248 B
459 494 B
294 711 B
491 569 A
361 460 B
657 668 A
7 685 B
650 664 B
352 591 B
60 600 B
558 587 A
55 69 B
220 514 A
719 720 B
418 536 A
141 556 A
370 588 B
76 276 A
332 548 B
592 693 A
719 720 A
559 617 A
313 594 A
221 554 A
91 359 A
398 473 A
442 452 B
677 694 A
615 669 B
392 583 B
351 480 A
229 352 A
261 494 A
669 678 A
117 158 B
277 650 A
463 507 A
133 539 A
666 690 B
91 632 A
407 597 B
205 271 B
395 610 B
416 693 A
475 677 A
218 684 A
209 283 B
49 520 A
349 412 B
212 489 B
414 717 B
89 673 B
132 540 A
692 710 B
123 406 A
118 254 B
425 478 A
171 532 A
58 538 B
496 690 B
435 684 A
640 695 B
354 673 A
37 313 B
124 587 A
533 605 B
349 426 B
285 622 B
437 491 B
418 658 A
175 400 B
642 687 B
277 310 A
376 632 B
222 582 B
458 580 B
627 672 B
688 696 B
352 652 A
144 531 B
459 678 A
221 489 B
226 399 B
430 647 B
529 661 A
391 635 A
330 676 B
299 698 B
199 272 B
65 617 B
430 479 B
615 674 A
151 159 B
250 516 B
205 282 B
115 604 A
544 648 A
627 656 A
308 444 B
561 630 B
434 485 B
641 655 A
134 634 A
258 453 A
449 632 B
519 647 B
353 534 B
80 109 B
593 677 B
635 684 A
215 672 B
86 165 A
427 630 A
86 637 A
489 510 B
665 696 A
143 598 B
434 589 B
324 388 B
600 643 A
88 98 B
328 359 A
542 705 A
516 545 B
684 718 A
565 599 B
454 617 A
259 340 B
501 546 A
349 388 B
298 346 B
19 461 A
265 697 A
436 703 A
61 600 B
22 62 B
488 644 A
179 551 B
103 651 A
473 615 A
620 684 B
225 680 A
424 638 A
242 463 B
40 81 B
61 207 B
679 680 B
123 124 B
633 639 A
462 489 A
234 267 A
436 642 B
427 631 B
495 661 A
231 359 B
581 641 A
83 206 A
627 713 B
589 680 A
446 564 A
158 622 B
25 443 B
683 717 A
590 657 A
366 494 A
